Player,Season,League,GP,G,A,PTS,PIM,+/-
Simon Edvinsson,2024-25,NHL,52.0,5.0,16.0,21.0,34.0,11.0
Simon Holmstrom,,AHL,154.0,27.0,43.0,70.0,22.0,-27.0
Simon Holmstrom,,Swe-1,11.0,1.0,1.0,2.0,2.0,1.0
Simon Holmstrom,,Swe-Jr,49.0,18.0,32.0,50.0,16.0,0.0
Simon Holmstrom,,SweHL,2.0,0.0,0.0,0.0,0.0,0.0
Simon Holmstrom,2022-23,NHL,50.0,6.0,3.0,9.0,0.0,-4.0
Simon Holmstrom,2023-24,NHL,75.0,15.0,10.0,25.0,14.0,2.0
Simon Holmstrom,2024-25,NHL,48.0,14.0,16.0,30.0,6.0,6.0
Sonny Milano,,AHL,136.0,34.0,54.0,88.0,50.0,-4.0
Sonny Milano,,OHL,50.0,22.0,46.0,68.0,24.0,-17.0
Sonny Milano,,USHL,63.0,24.0,37.0,61.0,33.0,-6.0
Sonny Milano,2015-16,NHL,3.0,0.0,1.0,1.0,0.0,1.0
Sonny Milano,2016-17,NHL,4.0,0.0,0.0,0.0,0.0,-3.0
Sonny Milano,2017-18,NHL,55.0,14.0,8.0,22.0,10.0,-8.0
Spencer Stastney,,AHL,123.0,12.0,33.0,45.0,16.0,31.0
Spencer Stastney,,Big-10,143.0,16.0,47.0,63.0,39.0,28.0
Spencer Stastney,,Exhibition,34.0,1.0,12.0,13.0,8.0,21.0
Spencer Stastney,,USHL,57.0,2.0,18.0,20.0,12.0,10.0
Spencer Stastney,2022-23,NHL,8.0,0.0,2.0,2.0,2.0,5.0
Spencer Stastney,2023-24,NHL,20.0,2.0,2.0,4.0,4.0,9.0
Spencer Stastney,2024-25,NHL,7.0,0.0,0.0,0.0,0.0,-4.0
Stefan Noesen,,AHL,116.0,23.0,40.0,63.0,127.0,-8.0
Stefan Noesen,,OHL,215.0,100.0,120.0,220.0,201.0,40.0
Stefan Noesen,2014-15,NHL,1.0,0.0,0.0,0.0,0.0,0.0
Stefan Noesen,2015-16,NHL,1.0,0.0,0.0,0.0,0.0,0.0
Stefan Noesen,2016-17,NHL,12.0,2.0,0.0,2.0,2.0,2.0
Stefan Noesen,2016-17,NHL,32.0,6.0,2.0,8.0,22.0,4.0
Steven Lorentz,,AHL,93.0,26.0,29.0,55.0,60.0,24.0
Steven Lorentz,,ECHL,84.0,22.0,41.0,63.0,45.0,25.0
Steven Lorentz,,GOJHL,4.0,0.0,0.0,0.0,2.0,0.0
Steven Lorentz,,OHL,247.0,75.0,89.0,164.0,97.0,17.0
Steven Lorentz,2020-21,NHL,45.0,2.0,6.0,8.0,8.0,1.0
Steven Lorentz,2021-22,NHL,67.0,8.0,5.0,13.0,8.0,0.0
Steven Lorentz,2022-23,NHL,80.0,10.0,9.0,19.0,16.0,-18.0
Steven Stamkos,,OHL,124.0,100.0,97.0,197.0,144.0,31.0
Steven Stamkos,2008-09,NHL,79.0,23.0,23.0,46.0,39.0,-13.0
Steven Stamkos,2009-10,NHL,82.0,51.0,44.0,95.0,38.0,-2.0
Steven Stamkos,2010-11,NHL,82.0,45.0,46.0,91.0,74.0,3.0
T.J. Tynan,,AHL,367.0,58.0,208.0,266.0,180.0,51.0
T.J. Tynan,,CCHA,124.0,46.0,77.0,123.0,102.0,0.0
T.J. Tynan,,H-East,40.0,8.0,30.0,38.0,30.0,0.0
T.J. Tynan,,USHL,60.0,17.0,55.0,72.0,55.0,-20.0
T.J. Tynan,2016-17,NHL,3.0,0.0,0.0,0.0,0.0,-1.0
TJ Brodie,,AHL,115.0,7.0,50.0,57.0,64.0,12.0
TJ Brodie,,OHL,216.0,23.0,117.0,140.0,221.0,50.0
TJ Brodie,,WOJHL,43.0,8.0,38.0,46.0,104.0,0.0
TJ Brodie,2010-11,NHL,3.0,0.0,0.0,0.0,2.0,-3.0
TJ Brodie,2011-12,NHL,54.0,2.0,12.0,14.0,14.0,3.0
TJ Brodie,2012-13,NHL,47.0,2.0,12.0,14.0,8.0,-9.0
Tage Thompson,,AHL,70.0,21.0,20.0,41.0,18.0,8.0
Tage Thompson,,H-East,70.0,33.0,31.0,64.0,36.0,-20.0
Tage Thompson,,USHL,25.0,7.0,7.0,14.0,20.0,10.0
Tage Thompson,2017-18,NHL,41.0,3.0,6.0,9.0,12.0,-12.0
Tage Thompson,2018-19,NHL,65.0,7.0,5.0,12.0,20.0,-22.0
Tage Thompson,2019-20,NHL,1.0,0.0,0.0,0.0,0.0,0.0
Tanner Jeannot,,AHL,107.0,22.0,30.0,52.0,159.0,19.0
Tanner Jeannot,,ECHL,8.0,7.0,4.0,11.0,12.0,5.0
Tanner Jeannot,,SJHL,0.0,0.0,0.0,0.0,0.0,0.0
Tanner Jeannot,,WHL,267.0,77.0,93.0,170.0,240.0,52.0
Tanner Jeannot,2020-21,NHL,15.0,5.0,2.0,7.0,2.0,6.0
Tanner Jeannot,2021-22,NHL,81.0,24.0,17.0,41.0,130.0,2.0
Tanner Jeannot,2022-23,NHL,56.0,5.0,9.0,14.0,85.0,-1.0
Tanner Jeannot,2022-23,NHL,20.0,1.0,3.0,4.0,22.0,-6.0
Tanner Laczynski,,AHL,44.0,14.0,16.0,30.0,8.0,5.0
Tanner Laczynski,,Big-10,138.0,48.0,95.0,143.0,70.0,49.0
Tanner Laczynski,,USHL,111.0,42.0,67.0,109.0,48.0,-1.0
Tanner Laczynski,2020-21,NHL,5.0,0.0,0.0,0.0,0.0,1.0
Tanner Laczynski,2021-22,NHL,1.0,0.0,0.0,0.0,0.0,-1.0
Tanner Laczynski,2022-23,NHL,32.0,2.0,2.0,4.0,2.0,-5.0
Tanner Pearson,,AHL,105.0,36.0,43.0,79.0,32.0,28.0
Tanner Pearson,,GOJHL,103.0,44.0,74.0,118.0,106.0,0.0
Tanner Pearson,,OHL,126.0,52.0,81.0,133.0,72.0,9.0
Tanner Pearson,2012-13,NHL,0.0,0.0,0.0,0.0,0.0,0.0
Tanner Pearson,2013-14,NHL,25.0,3.0,4.0,7.0,8.0,2.0
Tanner Pearson,2014-15,NHL,42.0,12.0,4.0,16.0,14.0,14.0
Taylor Raddysh,,AHL,159.0,49.0,61.0,110.0,64.0,3.0
Taylor Raddysh,,OHL,241.0,120.0,172.0,292.0,98.0,102.0
Taylor Raddysh,2021-22,NHL,53.0,5.0,7.0,12.0,8.0,5.0
Taylor Raddysh,2021-22,NHL,21.0,6.0,4.0,10.0,2.0,-4.0
Taylor Raddysh,2022-23,NHL,78.0,20.0,17.0,37.0,16.0,-28.0
Taylor Raddysh,2023-24,NHL,73.0,5.0,9.0,14.0,22.0,-19.0
Teddy Blueger,,AHL,179.0,49.0,66.0,115.0,83.0,58.0
Teddy Blueger,,WCHA,155.0,31.0,77.0,108.0,150.0,19.0
Teddy Blueger,2018-19,NHL,28.0,6.0,4.0,10.0,15.0,7.0
Teddy Blueger,2019-20,NHL,69.0,9.0,13.0,22.0,25.0,2.0
Teddy Blueger,2020-21,NHL,43.0,7.0,15.0,22.0,16.0,10.0
Teuvo Teravainen,,AHL,44.0,8.0,19.0,27.0,8.0,-4.0
Teuvo Teravainen,,Mestis,4.0,1.0,3.0,4.0,0.0,1.0
Teuvo Teravainen,,SM-liiga,133.0,33.0,60.0,93.0,24.0,-5.0
Teuvo Teravainen,2013-14,NHL,3.0,0.0,0.0,0.0,0.0,0.0
Teuvo Teravainen,2014-15,NHL,34.0,4.0,5.0,9.0,2.0,4.0
Teuvo Teravainen,2015-16,NHL,78.0,13.0,22.0,35.0,20.0,-2.0
Thomas Chabot,,AHL,13.0,2.0,5.0,7.0,8.0,-10.0
Thomas Chabot,,QMJHL,202.0,34.0,119.0,153.0,220.0,33.0
Thomas Chabot,2016-17,NHL,1.0,0.0,0.0,0.0,0.0,-2.0
Thomas Chabot,2017-18,NHL,63.0,9.0,16.0,25.0,14.0,-12.0
Thomas Chabot,2018-19,NHL,70.0,14.0,41.0,55.0,32.0,-12.0
Timothy Liljegren,,AHL,148.0,11.0,62.0,73.0,66.0,2.0
Timothy Liljegren,,ECHL,1.0,0.0,0.0,0.0,0.0,0.0
Timothy Liljegren,,Swe-1,5.0,0.0,1.0,1.0,4.0,-2.0
Timothy Liljegren,,Swe-Jr,41.0,12.0,17.0,29.0,34.0,15.0
Timothy Liljegren,,SweHL,38.0,2.0,8.0,10.0,8.0,-10.0
Timothy Liljegren,2019-20,NHL,11.0,0.0,1.0,1.0,2.0,-5.0
Timothy Liljegren,2020-21,NHL,2.0,0.0,0.0,0.0,2.0,1.0
Timothy Liljegren,2021-22,NHL,61.0,5.0,18.0,23.0,14.0,15.0
Tobias Bjornfot,,AHL,45.0,6.0,13.0,19.0,14.0,11.0
Tobias Bjornfot,,Swe-Jr,81.0,17.0,27.0,44.0,22.0,11.0
Tobias Bjornfot,,SweHL,22.0,1.0,2.0,3.0,35.0,3.0
Tobias Bjornfot,2019-20,NHL,3.0,0.0,0.0,0.0,0.0,-4.0
Tobias Bjornfot,2020-21,NHL,33.0,1.0,5.0,6.0,14.0,-3.0
Tobias Bjornfot,2021-22,NHL,70.0,0.0,8.0,8.0,6.0,-12.0
Tomas Nosek,,AHL,176.0,41.0,64.0,105.0,97.0,47.0
Tomas Nosek,,Czech,129.0,24.0,38.0,62.0,56.0,23.0
Tomas Nosek,2015-16,NHL,6.0,0.0,0.0,0.0,2.0,-2.0
Tomas Nosek,2016-17,NHL,11.0,1.0,0.0,1.0,2.0,-1.0
Tomas Nosek,2017-18,NHL,67.0,7.0,8.0,15.0,14.0,6.0
Tomas Tatar,,AHL,265.0,87.0,109.0,196.0,152.0,34.0
Tomas Tatar,,Slovak,56.0,12.0,13.0,25.0,26.0,13.0
Tomas Tatar,2010-11,NHL,9.0,1.0,0.0,1.0,0.0,0.0
Tomas Tatar,2012-13,NHL,18.0,4.0,3.0,7.0,4.0,2.0
Travis Boyd,,AHL,221.0,57.0,115.0,172.0,56.0,-2.0
Travis Boyd,,Big-10,73.0,28.0,45.0,73.0,28.0,9.0
Travis Boyd,,USHL,59.0,13.0,23.0,36.0,28.0,-10.0
Travis Boyd,,WCHA,75.0,4.0,19.0,23.0,12.0,0.0
Travis Boyd,2017-18,NHL,8.0,0.0,1.0,1.0,2.0,2.0
Travis Boyd,2018-19,NHL,53.0,5.0,15.0,20.0,6.0,6.0
Travis Boyd,2019-20,NHL,24.0,3.0,7.0,10.0,2.0,9.0
Travis Dermott,,AHL,87.0,7.0,35.0,42.0,94.0,24.0
Travis Dermott,,OHL,179.0,17.0,99.0,116.0,163.0,94.0
Travis Dermott,,OJHL,53.0,1.0,14.0,15.0,24.0,0.0
Travis Dermott,2017-18,NHL,37.0,1.0,12.0,13.0,8.0,16.0
Travis Dermott,2018-19,NHL,64.0,4.0,13.0,17.0,22.0,-5.0
Travis Dermott,2019-20,NHL,56.0,4.0,7.0,11.0,37.0,14.0
Travis Hamonic,,AHL,40.0,6.0,11.0,17.0,82.0,-8.0
Travis Hamonic,,MJHL,32.0,2.0,13.0,15.0,62.0,0.0
Travis Hamonic,,WHL,181.0,29.0,80.0,109.0,322.0,-16.0
Travis Hamonic,2010-11,NHL,62.0,5.0,21.0,26.0,103.0,4.0
Travis Hamonic,2011-12,NHL,73.0,2.0,22.0,24.0,73.0,6.0
Travis Hamonic,2012-13,NHL,48.0,3.0,7.0,10.0,28.0,-8.0
Travis Konecny,,OHL,183.0,85.0,154.0,239.0,79.0,17.0
Travis Konecny,2016-17,NHL,70.0,11.0,17.0,28.0,49.0,-2.0
Travis Konecny,2017-18,NHL,81.0,24.0,23.0,47.0,46.0,17.0
Travis Konecny,2018-19,NHL,82.0,24.0,25.0,49.0,40.0,-4.0
Travis Sanheim,,AHL,98.0,12.0,44.0,56.0,56.0,21.0
Travis Sanheim,,MJHL,0.0,0.0,0.0,0.0,0.0,0.0
Travis Sanheim,,WHL,186.0,35.0,127.0,162.0,132.0,67.0
Travis Sanheim,2017-18,NHL,49.0,2.0,8.0,10.0,20.0,-6.0
Travis Sanheim,2018-19,NHL,82.0,9.0,26.0,35.0,22.0,-4.0
Travis Sanheim,2019-20,NHL,69.0,8.0,17.0,25.0,32.0,4.0
Trent Frederic,,AHL,127.0,27.0,38.0,65.0,226.0,15.0
Trent Frederic,,Big-10,66.0,32.0,33.0,65.0,58.0,-7.0
Trent Frederic,,USHL,58.0,7.0,12.0,19.0,53.0,-15.0
Trent Frederic,2018-19,NHL,15.0,0.0,0.0,0.0,15.0,-4.0
Trent Frederic,2019-20,NHL,2.0,0.0,0.0,0.0,0.0,-1.0
Trent Frederic,2020-21,NHL,42.0,4.0,1.0,5.0,65.0,-8.0
Trevor Zegras,,AHL,17.0,10.0,11.0,21.0,12.0,7.0
Trevor Zegras,,Exhibition,58.0,21.0,53.0,74.0,70.0,39.0
Trevor Zegras,,H-East,33.0,11.0,25.0,36.0,43.0,8.0
Trevor Zegras,,USHL,58.0,25.0,47.0,72.0,66.0,25.0
Trevor Zegras,2020-21,NHL,24.0,3.0,10.0,13.0,12.0,6.0
Trevor Zegras,2021-22,NHL,75.0,23.0,38.0,61.0,50.0,-21.0
Trevor Zegras,2022-23,NHL,81.0,23.0,42.0,65.0,88.0,-24.0
Trevor van Riemsdyk,,AHL,8.0,0.0,3.0,3.0,0.0,2.0
Trevor van Riemsdyk,,EJHL,70.0,24.0,49.0,73.0,24.0,0.0
Trevor van Riemsdyk,,H-East,102.0,16.0,59.0,75.0,42.0,0.0
Trevor van Riemsdyk,2014-15,NHL,18.0,0.0,1.0,1.0,2.0,0.0
Trevor van Riemsdyk,2015-16,NHL,82.0,3.0,11.0,14.0,31.0,-5.0
Trevor van Riemsdyk,2016-17,NHL,58.0,5.0,11.0,16.0,29.0,17.0
Troy Stecher,,AHL,4.0,0.0,1.0,1.0,4.0,0.0
Troy Stecher,,BCHL,159.0,18.0,91.0,109.0,129.0,0.0
Troy Stecher,,NCHC,119.0,13.0,40.0,53.0,73.0,37.0
Troy Stecher,2016-17,NHL,71.0,3.0,21.0,24.0,25.0,-16.0
Troy Stecher,2017-18,NHL,68.0,1.0,10.0,11.0,35.0,-7.0
Troy Stecher,2018-19,NHL,78.0,2.0,21.0,23.0,32.0,9.0
Troy Terry,,AHL,55.0,23.0,34.0,57.0,10.0,15.0
Troy Terry,,NCHC,115.0,45.0,70.0,115.0,36.0,56.0
Troy Terry,,USHL,26.0,6.0,8.0,14.0,4.0,3.0
Troy Terry,2017-18,NHL,2.0,0.0,0.0,0.0,0.0,0.0
Troy Terry,2018-19,NHL,32.0,4.0,9.0,13.0,2.0,8.0
Troy Terry,2019-20,NHL,47.0,4.0,11.0,15.0,6.0,-5.0
Ty Dellandrea,,AHL,87.0,27.0,32.0,59.0,49.0,-3.0
Ty Dellandrea,,OHL,231.0,94.0,122.0,216.0,158.0,-74.0
Ty Dellandrea,,OJHL,1.0,0.0,0.0,0.0,0.0,0.0
Ty Dellandrea,,SM-liiga,6.0,2.0,1.0,3.0,2.0,-5.0
Ty Dellandrea,2020-21,NHL,26.0,3.0,2.0,5.0,23.0,0.0
Ty Dellandrea,2021-22,NHL,1.0,0.0,0.0,0.0,0.0,-1.0
Ty Dellandrea,2022-23,NHL,82.0,9.0,19.0,28.0,54.0,9.0
Tye Kartye,,AHL,72.0,28.0,29.0,57.0,74.0,17.0
Tye Kartye,,OHL,191.0,74.0,82.0,156.0,118.0,40.0
Tye Kartye,2022-23,NHL,0.0,0.0,0.0,0.0,0.0,0.0
Tye Kartye,2023-24,NHL,77.0,11.0,9.0,20.0,37.0,-1.0
Tye Kartye,2024-25,NHL,49.0,3.0,4.0,7.0,34.0,-16.0
Tyler Bertuzzi,,AHL,137.0,32.0,50.0,82.0,204.0,15.0
Tyler Bertuzzi,,OHL,201.0,71.0,100.0,171.0,325.0,35.0
Tyler Bertuzzi,2016-17,NHL,7.0,0.0,0.0,0.0,0.0,-1.0
Tyler Bertuzzi,2017-18,NHL,48.0,7.0,17.0,24.0,39.0,-7.0
Tyler Bertuzzi,2018-19,NHL,73.0,21.0,26.0,47.0,36.0,11.0
Tyler Kleven,,AHL,53.0,5.0,16.0,21.0,51.0,14.0
Tyler Kleven,,Exhibition,22.0,1.0,4.0,5.0,51.0,-2.0
Tyler Kleven,,NCHC,95.0,20.0,15.0,35.0,214.0,29.0
Tyler Kleven,,USHL,48.0,2.0,3.0,5.0,82.0,-22.0
Tyler Kleven,2022-23,NHL,8.0,0.0,2.0,2.0,2.0,-1.0
Tyler Kleven,2023-24,NHL,9.0,0.0,1.0,1.0,2.0,-1.0
Tyler Kleven,2024-25,NHL,56.0,2.0,2.0,4.0,18.0,-5.0
Tyler Motte,,AHL,67.0,21.0,11.0,32.0,49.0,-21.0
Tyler Motte,,Big-10,107.0,50.0,55.0,105.0,72.0,29.0
Tyler Motte,,USHL,62.0,26.0,19.0,45.0,38.0,9.0
Tyler Motte,2016-17,NHL,33.0,4.0,3.0,7.0,14.0,2.0
Tyler Motte,2017-18,NHL,31.0,3.0,2.0,5.0,2.0,-3.0
Tyler Motte,2017-18,NHL,15.0,2.0,0.0,2.0,4.0,-1.0
Tyler Motte,2018-19,NHL,74.0,9.0,7.0,16.0,10.0,-12.0
Tyler Toffoli,,AHL,77.0,44.0,31.0,75.0,22.0,25.0
Tyler Toffoli,,OHL,252.0,163.0,170.0,333.0,125.0,100.0
Tyler Toffoli,,OPJHL,2.0,2.0,0.0,2.0,0.0,0.0
Tyler Toffoli,2012-13,NHL,10.0,2.0,3.0,5.0,2.0,3.0
Tyler Toffoli,2013-14,NHL,62.0,12.0,17.0,29.0,10.0,21.0
Tyler Toffoli,2014-15,NHL,76.0,23.0,26.0,49.0,37.0,25.0
Tyler Tucker,,AHL,167.0,11.0,45.0,56.0,272.0,34.0
Tyler Tucker,,OHL,244.0,35.0,117.0,152.0,330.0,23.0
Tyler Tucker,,OJHL,2.0,0.0,0.0,0.0,2.0,0.0
Tyler Tucker,2022-23,NHL,26.0,1.0,3.0,4.0,31.0,-9.0
Tyler Tucker,2023-24,NHL,26.0,1.0,1.0,2.0,42.0,1.0
Tyler Tucker,2024-25,NHL,19.0,2.0,2.0,4.0,30.0,1.0
Tyson Barrie,,AHL,93.0,12.0,52.0,64.0,31.0,2.0
Tyson Barrie,,BCHL,0.0,0.0,0.0,0.0,0.0,0.0
Tyson Barrie,,WHL,256.0,51.0,177.0,228.0,130.0,38.0
Tyson Barrie,2011-12,NHL,10.0,0.0,0.0,0.0,0.0,-2.0
Tyson Barrie,2012-13,NHL,32.0,2.0,11.0,13.0,10.0,-11.0
Tyson Barrie,2013-14,NHL,64.0,13.0,25.0,38.0,20.0,17.0
Tyson Foerster,,AHL,99.0,32.0,36.0,68.0,79.0,-10.0
Tyson Foerster,,OHL,139.0,52.0,62.0,114.0,83.0,-23.0
Tyson Foerster,,OJHL,2.0,0.0,0.0,0.0,0.0,0.0
Tyson Foerster,2022-23,NHL,8.0,3.0,4.0,7.0,8.0,2.0
Tyson Foerster,2023-24,NHL,77.0,20.0,13.0,33.0,32.0,0.0
Tyson Foerster,2024-25,NHL,57.0,15.0,10.0,25.0,39.0,-8.0
Tyson Jost,,AHL,13.0,5.0,2.0,7.0,2.0,-2.0
Tyson Jost,,BCHL,97.0,65.0,84.0,149.0,59.0,0.0
Tyson Jost,,NCHC,33.0,16.0,19.0,35.0,44.0,17.0
Tyson Jost,2016-17,NHL,6.0,1.0,0.0,1.0,0.0,-5.0
Tyson Jost,2017-18,NHL,65.0,12.0,10.0,22.0,26.0,-10.0
Tyson Jost,2018-19,NHL,70.0,11.0,15.0,26.0,14.0,-2.0
Urho Vaakanainen,,AHL,95.0,10.0,21.0,31.0,34.0,21.0
Urho Vaakanainen,,Mestis,3.0,0.0,1.0,1.0,29.0,-2.0
Urho Vaakanainen,,SM-liiga,111.0,8.0,16.0,24.0,46.0,7.0
Urho Vaakanainen,2018-19,NHL,2.0,0.0,0.0,0.0,0.0,-1.0
Urho Vaakanainen,2019-20,NHL,5.0,0.0,0.0,0.0,0.0,2.0
Urho Vaakanainen,2020-21,NHL,9.0,0.0,2.0,2.0,2.0,-3.0
Valtteri Puustinen,,AHL,169.0,49.0,65.0,114.0,40.0,-30.0
Valtteri Puustinen,,SM-liiga,152.0,48.0,46.0,94.0,50.0,19.0
Valtteri Puustinen,2021-22,NHL,1.0,0.0,1.0,1.0,0.0,2.0
Valtteri Puustinen,2023-24,NHL,52.0,5.0,15.0,20.0,6.0,4.0
Vasily Podkolzin,,AHL,72.0,22.0,24.0,46.0,27.0,2.0
Vasily Podkolzin,,KHL,68.0,7.0,12.0,19.0,22.0,13.0
Vasily Podkolzin,,Rus-MHL,14.0,6.0,6.0,12.0,8.0,13.0
Vasily Podkolzin,,Rus-VHL,31.0,5.0,9.0,14.0,10.0,11.0
Vasily Podkolzin,2021-22,NHL,79.0,14.0,12.0,26.0,26.0,7.0
Vasily Podkolzin,2022-23,NHL,39.0,4.0,3.0,7.0,9.0,-5.0
Vasily Podkolzin,2023-24,NHL,19.0,0.0,2.0,2.0,8.0,-4.0
Viktor Arvidsson,,AHL,87.0,30.0,43.0,73.0,49.0,7.0
Viktor Arvidsson,,SEL,56.0,7.0,5.0,12.0,12.0,0.0
Viktor Arvidsson,,Swe-Jr,89.0,43.0,38.0,81.0,71.0,14.0
Viktor Arvidsson,,SweHL,50.0,16.0,24.0,40.0,59.0,4.0
Viktor Arvidsson,2014-15,NHL,6.0,0.0,0.0,0.0,0.0,0.0
Viktor Arvidsson,2015-16,NHL,56.0,8.0,8.0,16.0,35.0,-8.0
Viktor Arvidsson,2016-17,NHL,80.0,31.0,30.0,61.0,28.0,16.0
Vincent Desharnais,,AHL,122.0,5.0,34.0,39.0,117.0,41.0
Vincent Desharnais,,BCHL,54.0,1.0,4.0,5.0,52.0,0.0
Vincent Desharnais,,ECHL,37.0,0.0,17.0,17.0,38.0,-4.0
Vincent Desharnais,,H-East,131.0,8.0,21.0,29.0,98.0,23.0
Vincent Desharnais,2022-23,NHL,36.0,0.0,5.0,5.0,31.0,15.0
Vincent Desharnais,2023-24,NHL,78.0,1.0,10.0,11.0,54.0,3.0
Vincent Desharnais,2024-25,NHL,34.0,0.0,3.0,3.0,34.0,-5.0
Vincent Desharnais,2024-25,NHL,5.0,0.0,0.0,0.0,4.0,-1.0
Vincent Trocheck,,AHL,78.0,24.0,37.0,61.0,51.0,-4.0
Vincent Trocheck,,OHL,264.0,120.0,179.0,299.0,239.0,83.0
Vincent Trocheck,2013-14,NHL,20.0,5.0,3.0,8.0,6.0,-11.0
Vincent Trocheck,2014-15,NHL,50.0,7.0,15.0,22.0,24.0,9.0
Vincent Trocheck,2015-16,NHL,76.0,25.0,28.0,53.0,44.0,15.0
Vinni Lettieri,,AHL,173.0,71.0,61.0,132.0,103.0,-18.0
Vinni Lettieri,,Big-10,149.0,37.0,46.0,83.0,76.0,9.0
Vinni Lettieri,,USHL,76.0,32.0,32.0,64.0,49.0,31.0
Vinni Lettieri,2017-18,NHL,19.0,1.0,4.0,5.0,0.0,-12.0
Vinni Lettieri,2018-19,NHL,27.0,1.0,2.0,3.0,14.0,-7.0
Vinnie Hinostroza,,AHL,109.0,30.0,52.0,82.0,36.0,4.0
Vinnie Hinostroza,,H-East,76.0,19.0,57.0,76.0,52.0,4.0
Vinnie Hinostroza,,USHL,151.0,53.0,73.0,126.0,106.0,32.0
Vinnie Hinostroza,2015-16,NHL,7.0,0.0,0.0,0.0,6.0,-1.0
Vinnie Hinostroza,2016-17,NHL,49.0,6.0,8.0,14.0,17.0,-1.0
Vinnie Hinostroza,2017-18,NHL,50.0,7.0,18.0,25.0,10.0,5.0
Vladimir Tarasenko,,KHL,207.0,66.0,66.0,132.0,51.0,46.0
Vladimir Tarasenko,,Rus-MHL,4.0,3.0,2.0,5.0,2.0,-1.0
Vladimir Tarasenko,2012-13,NHL,38.0,8.0,11.0,19.0,10.0,1.0
Vladimir Tarasenko,2013-14,NHL,64.0,21.0,22.0,43.0,16.0,20.0
Vladimir Tarasenko,2014-15,NHL,77.0,37.0,36.0,73.0,31.0,27.0
Vladislav Gavrikov,,KHL,222.0,16.0,33.0,49.0,96.0,96.0
Vladislav Gavrikov,,Rus-MHL,116.0,8.0,19.0,27.0,84.0,39.0
Vladislav Gavrikov,,Rus-VHL,11.0,1.0,2.0,3.0,4.0,3.0
Vladislav Gavrikov,2018-19,NHL,0.0,0.0,0.0,0.0,0.0,0.0
Vladislav Gavrikov,2019-20,NHL,69.0,5.0,13.0,18.0,18.0,1.0
Vladislav Gavrikov,2020-21,NHL,55.0,2.0,10.0,12.0,14.0,-13.0
Vladislav Kolyachonok,,AHL,150.0,13.0,35.0,48.0,76.0,12.0
Vladislav Kolyachonok,,KHL,46.0,1.0,5.0,6.0,18.0,-3.0
Vladislav Kolyachonok,,OHL,107.0,16.0,47.0,63.0,66.0,-3.0
Vladislav Kolyachonok,2021-22,NHL,32.0,1.0,2.0,3.0,6.0,0.0
Vladislav Kolyachonok,2022-23,NHL,2.0,0.0,0.0,0.0,0.0,0.0
Vladislav Kolyachonok,2023-24,NHL,5.0,1.0,3.0,4.0,2.0,5.0
Vladislav Namestnikov,,AHL,134.0,40.0,64.0,104.0,84.0,14.0
Vladislav Namestnikov,,OHL,131.0,52.0,87.0,139.0,99.0,27.0
Vladislav Namestnikov,,Rus-1,33.0,13.0,9.0,22.0,20.0,10.0
Vladislav Namestnikov,2013-14,NHL,4.0,0.0,0.0,0.0,4.0,-1.0
Vladislav Namestnikov,2014-15,NHL,43.0,9.0,7.0,16.0,13.0,1.0
Vladislav Namestnikov,2015-16,NHL,80.0,14.0,21.0,35.0,45.0,17.0
Walker Duehr,,AHL,107.0,26.0,24.0,50.0,64.0,-4.0
Walker Duehr,,USHL,145.0,27.0,37.0,64.0,87.0,-1.0
Walker Duehr,,WCHA,102.0,25.0,26.0,51.0,89.0,42.0
Walker Duehr,2021-22,NHL,1.0,0.0,0.0,0.0,0.0,0.0
Walker Duehr,2022-23,NHL,27.0,7.0,4.0,11.0,4.0,0.0
Walker Duehr,2023-24,NHL,40.0,2.0,5.0,7.0,6.0,-3.0
Warren Foegele,,AHL,73.0,28.0,18.0,46.0,40.0,22.0
Warren Foegele,,H-East,39.0,5.0,12.0,17.0,30.0,-1.0
Warren Foegele,,OHL,113.0,40.0,71.0,111.0,84.0,58.0
Warren Foegele,2017-18,NHL,2.0,2.0,1.0,3.0,0.0,3.0
Warren Foegele,2018-19,NHL,77.0,10.0,5.0,15.0,20.0,-17.0
Warren Foegele,2019-20,NHL,68.0,13.0,17.0,30.0,34.0,9.0
Will Borgen,,AHL,140.0,4.0,21.0,25.0,132.0,14.0
Will Borgen,,NCHC,106.0,5.0,36.0,41.0,164.0,30.0
Will Borgen,,USHL,18.0,1.0,5.0,6.0,0.0,-2.0
Will Borgen,2018-19,NHL,4.0,0.0,0.0,0.0,0.0,-5.0
Will Borgen,2020-21,NHL,10.0,0.0,0.0,0.0,4.0,-4.0
Will Cuylle,,AHL,87.0,27.0,23.0,50.0,94.0,6.0
Will Cuylle,,OHL,184.0,91.0,72.0,163.0,135.0,23.0
Will Cuylle,2022-23,NHL,4.0,0.0,0.0,0.0,10.0,-2.0
Will Cuylle,2023-24,NHL,81.0,13.0,8.0,21.0,56.0,-3.0
Will Cuylle,2024-25,NHL,55.0,14.0,15.0,29.0,28.0,6.0
William Carrier,,AHL,127.0,23.0,33.0,56.0,92.0,14.0
William Carrier,,QMJHL,227.0,73.0,116.0,189.0,247.0,-53.0
William Carrier,2016-17,NHL,41.0,5.0,3.0,8.0,21.0,-1.0
William Carrier,2017-18,NHL,37.0,1.0,2.0,3.0,19.0,-3.0
William Carrier,2018-19,NHL,54.0,8.0,1.0,9.0,29.0,-4.0
